active_mode,assessment_status,attempted_capture,backlash,biosphere,boundary_uncertainty,budget_exhausted,case_comparator,cohort,command_audit,command_policy,command_support,controller,cooperation_rate,curtailment_factor,defective_rate,effective_audit,effective_capture,effective_mode,effective_policy,effective_support,environment_seed,episode,estimated_cr,estimated_response_steps,evidence_status,execution_semantics,institution,irreversible,justice,master_seed,nominal_cost,normal_release_streak,observed_at_step,observed_pressure,observed_trend,pending_due_step,pending_effect_count,pending_mode,pending_transition_count,perceived_improvement,performative_gap,phase,precaution_release_streak,pressure,pressure_before,projected_boundary_margin,projected_braking_steps_met,projected_final_budget,projected_max_pressure,projected_next_pressure_upper,projected_total_cost,projection_mode,projection_passes,projection_reasons,public_forecast_checked,public_forecast_miss,public_forecast_overshoot,reason,release_streak,remaining_budget,requested_mode,response_status,scenario,selected_plan_mode,step_cost,t,trigger,true_boundary,trust,unknown_streak
2,no_candidate_plan_within_declared_model,0.166686777,0.0,0.320650115,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.879120761,1.0,0.120879239,0.96,0.033357348,2,0.91,0.82,14507246535438184655,0,-30.0,30.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.371020492,1,0.940453143,503,0.0984,0,65,1.549299353,0.006509106,,20,,0,0.048332308,0.037948259,evaluation,0,1.6518655,1.634310097,-2.14130382,0,0.0,2.8970685,1.622008459,0.4774,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.379,2,available,long_delays,,0.0984,65,sustained_reserve,0.995031341,0.922939663,0
2,no_candidate_plan_within_declared_model,0,0.0,0.313574989,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,1.0,1.0,0.0,0.96,0.0,2,0.91,0.82,14507246535438184655,0,-30.0,30.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.377284899,1,0.952631974,503,0.0984,0,66,1.584918994,0.015242266,,20,,0,0.0,0.12,evaluation,0,1.673380042,1.6518655,-2.413819318,0,0.0,3.169583998,1.666361261,0.379,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.2806,2,available,long_delays,,0.0984,66,sustained_reserve,0.995031341,0.938286282,0
2,no_candidate_plan_within_declared_model,0.071903053,0.0,0.303728232,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.902501213,1.0,0.097498787,0.96,0.014337832,2,0.91,0.82,14507246535438184655,0,-30.0,30.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.382428899,1,0.963225766,503,0.0984,0,67,1.700263869,0.045273049,,20,,0,0.0,0.131470169,evaluation,0,1.696295936,1.673380042,-3.277202975,0,0.0,4.032967655,1.811736918,0.2806,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met|terminal_budget_reserve_not_met,1,1,0.033902609,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.1822,2,available,long_delays,,0.0984,67,sustained_reserve,0.995031341,0.952314306,0
2,no_candidate_plan_within_declared_model,0.115605255,0.0,0.295282799,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.88174386,1.0,0.11825614,0.96,0.023012409,2,0.91,0.82,14507246535438184655,0,-30.0,30.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.388058368,1,0.974886839,503,0.0984,0,68,1.712795225,0.035450541,,20,,0,0.0,0.133693422,evaluation,0,1.706525963,1.696295936,-3.081294141,0,0.0,3.837058821,1.814445766,0.1822,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.0838,2,available,long_delays,,0.0984,68,sustained_reserve,0.995031341,0.966951992,0
2,no_candidate_plan_within_declared_model,1.30896982,0.0,0.280160359,0.24,1,,primary,0.96,0.91,0.82,sustained_reserve,0.492599278,0.851626016,0.507400722,0.817560976,0.274763108,2,0.774979675,0.698333333,14507246535438184655,0,,,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.380779149,1,0.977252493,503,0.0984,0,69,1.73090903,0.03024952,,20,,0,0.0,0.214276549,evaluation,0,1.734775795,1.706525963,-3.001883445,0,0.0,3.757648125,1.83140916,0.0838,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.0,2,insufficient_budget,long_delays,,0.0838,69,sustained_reserve,0.995031341,0.971710822,0
2,no_candidate_plan_within_declared_model,0.344991342,0.0,0.262646963,0.24,1,,primary,0.96,0.91,0.82,sustained_reserve,0.44898336,0.0,0.55101664,0.0,0.099097084,2,0.0,0.0,14507246535438184655,0,,,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.373228924,1,0.974728583,503,0.0984,0,70,1.695513627,0.010556043,,20,,0,0.035395404,0.374304605,evaluation,0,1.778470125,1.734775795,-2.35506959,0,0.0,3.11083427,1.792818653,0.0,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.0,2,insufficient_budget,long_delays,,0.0,70,sustained_reserve,0.995031341,0.964677718,0
2,no_candidate_plan_within_declared_model,0.3130287,0.0,0.244285742,0.24,1,,primary,0.96,0.91,0.82,sustained_reserve,0.435075317,0.0,0.564924683,0.0,0.089969456,2,0.0,0.0,14507246535438184655,0,,,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.36587525,1,0.972019842,503,0.0984,0,71,1.737875227,0.02009771,,20,,0,0.0,0.408770676,evaluation,0,1.825108855,1.778470125,-1.696455591,0,0.0,2.452220271,1.805972937,0.0,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.0,2,insufficient_budget,long_delays,,0.0,71,sustained_reserve,0.995031341,0.957186908,0
0,no_candidate_plan_within_declared_model,0.540525117,0.0,0.813358057,0.24,0,,primary,0.12,0.12,0.12,sustained_reserve,0.065243495,1.0,0.934756505,0.0,0.166952408,0,0.0,0.0,16519582356538312397,0,23.641635287,37.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.629718773,0,0.676469189,607,0.0,0,0,0.277323453,0.009,10,1,2,1,0.0,0.605402106,evaluation,0,0.321849844,0.3,0.093974718,0,3.9238,0.709123453,0.334323453,0.0762,2,0,final_braking_window_not_met,0,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,4.0,2,available,long_delays,,0.0,0,sustained_reserve,0.968238088,0.68893438,0
0,no_candidate_plan_within_declared_model,0.503176089,0.0,0.805946951,0.24,0,,primary,0.24,0.14,0.18,sustained_reserve,0.140372229,1.0,0.859627771,0.0,0.155555493,0,0.0,0.0,16519582356538312397,0,47.682050935,37.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.619526078,0,0.672413438,607,0.0,0,1,0.277788439,0.006439496,10,2,2,1,0.0,0.565038142,evaluation,0,0.33946319,0.321849844,0.159161826,0,3.898,0.643936344,0.332227935,0.102,2,0,final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,1,4.0,2,available,long_delays,,0.0,1,sustained_reserve,0.968238088,0.67810194,0
0,no_candidate_plan_within_declared_model,0.499291246,0.0,0.797922327,0.24,0,,primary,0.36,0.14,0.18,sustained_reserve,0.142637003,1.0,0.857362997,0.0,0.154513365,0,0.0,0.0,16519582356538312397,0,-21.523008574,37.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.609187658,0,0.668021273,607,0.0,0,2,0.362058633,0.029788705,10,3,2,1,0.0,0.551063762,evaluation,0,0.359531637,0.33946319,-0.481289391,0,3.8698,1.284387561,0.439847338,0.1302,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met,1,1,0.029830698,loss_limiting_emergency_request_no_candidate_within_declared_model,0,4.0,2,available,long_delays,,0.0,2,sustained_reserve,0.968238088,0.667221949,0
0,no_candidate_plan_within_declared_model,0.567888708,0.0,0.789711989,0.24,0,,primary,0.48,0.14,0.18,sustained_reserve,0.003554146,1.0,0.996445854,0.0,0.175938,0,0.0,0.0,16519582356538312397,0,-17.389168124,37.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.598249931,0,0.663804277,607,0.0,0,3,0.369629568,0.023123374,10,4,2,1,0.0,0.637316754,evaluation,0,0.387771878,0.359531637,-0.324692377,0,3.8404,1.127790547,0.440752942,0.1596,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,4.0,2,available,long_delays,,0.0,3,sustained_reserve,0.968238088,0.655238022,0
0,no_candidate_plan_within_declared_model,0.468738952,0.0,0.782868926,0.24,0,,primary,0.6,0.14,0.18,sustained_reserve,0.154093954,1.0,0.845906046,0.0,0.145376087,0,0.0,0.0,16519582356538312397,0,-17.700154562,37.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.588926089,0,0.660760498,607,0.0,0,4,0.390406487,0.022419438,10,5,2,1,0.0,0.56916422,evaluation,0,0.411339561,0.387771878,-0.324374823,0,3.811,1.127472993,0.460825925,0.189,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,4.0,2,available,long_delays,,0.0,4,sustained_reserve,0.968238088,0.645118939,0
0,no_candidate_plan_within_declared_model,0.563779737,0.0,0.774735531,0.24,0,,primary,0.72,0.14,0.18,sustained_reserve,0.028739776,1.0,0.971260224,0.0,0.174987773,0,0.0,0.0,16519582356538312397,0,14.431400808,37.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.578184789,0,0.656854193,607,0.0,0,5,0.367614905,0.008856132,10,6,2,1,0.022791582,0.576561006,evaluation,0,0.440868676,0.411339561,0.028136101,0,3.7816,0.774962069,0.424471037,0.2184,2,0,final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,1,4.0,2,available,long_delays,,0.0,5,sustained_reserve,0.968238088,0.634079443,0
0,no_candidate_plan_within_declared_model,0.468634929,0.0,0.76944043,0.24,0,,primary,0.78,0.14,0.18,sustained_reserve,0.200827357,1.0,0.799172643,0.0,0.145601178,0,0.0,0.0,16519582356538312397,0,-20.894335417,37.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.569533833,0,0.655085724,607,0.0,0,6,0.428598766,0.024494451,10,7,2,1,0.0,0.543550107,evaluation,0,0.458503895,0.440868676,-0.403967408,0,3.7522,1.207065578,0.501093217,0.2478,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met,1,1,0.004127729,loss_limiting_emergency_request_no_candidate_within_declared_model,0,4.0,2,available,long_delays,,0.0,6,sustained_reserve,0.968238088,0.625115985,0
0,no_candidate_plan_within_declared_model,0.499185256,0.0,0.759923237,0.24,0,,primary,0.78,0.14,0.18,sustained_reserve,0.128348685,1.0,0.871651315,0.0,0.155162833,0,0.0,0.0,16519582356538312397,0,-13.856954751,37.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.559014887,0,0.650394446,607,0.0,0,7,0.428307447,0.01705872,10,8,2,1,0.000291319,0.587378753,evaluation,0,0.480952487,0.458503895,-0.217418551,0,3.7096,1.020516721,0.493366167,0.2904,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,4.0,2,available,long_delays,,0.0,7,sustained_reserve,0.968238088,0.613595178,0
0,no_candidate_plan_within_declared_model,0.423638915,0.0,0.75033116,0.24,0,,primary,0.78,0.14,0.18,sustained_reserve,0.180875931,1.0,0.819124069,0.0,0.131838242,0,0.0,0.0,16519582356538312397,0,-26.60598277,37.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.549439093,0,0.646057526,607,0.0,0,8,0.494033819,0.031659015,10,9,2,1,0.0,0.499331569,evaluation,0,0.49869071,0.480952487,-0.622152017,0,3.655,1.425250188,0.573692834,0.345,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met,1,1,0.000667652,loss_limiting_emergency_request_no_candidate_within_declared_model,0,4.0,2,available,long_delays,,0.0,8,sustained_reserve,0.968238088,0.60356932,0
0,no_candidate_plan_within_declared_model,0.276257587,0.0,0.745775038,0.24,0,,primary,0.78,0.14,0.18,sustained_reserve,0.534133077,1.0,0.465866923,0.0,0.086067796,0,0.0,0.0,16519582356538312397,0,-30.702808211,37.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.543110491,0,0.645034257,607,0.0,0,9,0.559627448,0.041839399,10,10,2,1,0.0,0.336261461,evaluation,0,0.504924024,0.49869071,-0.917074863,0,3.5896,1.720173033,0.649466847,0.4104,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,4.0,2,available,long_delays,,0.0,9,sustained_reserve,0.968238088,0.598106083,0
2,no_candidate_plan_within_declared_model,0.459260069,0.0,0.739509016,0.24,0,,primary,0.9,0.26,0.3,sustained_reserve,0.21637618,1.0,0.78362382,0.0,0.143119464,0,0.0,0.0,16519582356538312397,0,-25.462253604,37.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.534404096,0,0.643011384,607,0.0,0,10,0.542941382,0.02428176,,11,,0,0.016686066,0.482768549,evaluation,0,0.531120264,0.504924024,-0.46040545,0,3.5134,1.26350362,0.615223142,0.4866,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,4.0,2,available,long_delays,,0.0,10,sustained_reserve,0.968238088,0.589723909,0
2,no_candidate_plan_within_declared_model,0.466731412,0.0,0.732064718,0.24,0,,primary,0.96,0.38,0.42,sustained_reserve,0.28606821,1.0,0.71393179,0.0,0.145522987,0,0.0,0.0,16519582356538312397,0,-21.602510139,37.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.52506851,0,0.63995449,607,0.0,0,11,0.546223331,0.017981817,,12,,0,0.0,0.52665069,evaluation,0,0.558910147,0.531120264,-0.29028876,0,3.4264,1.09338693,0.612205148,0.5736,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,4.0,2,available,long_delays,,0.0,11,sustained_reserve,0.968238088,0.580104973,0
2,no_candidate_plan_within_declared_model,0.397909742,0.0,0.724788897,0.24,0,,primary,0.96,0.5,0.54,sustained_reserve,0.313311127,1.0,0.686688873,0.0,0.124161999,0,0.0,0.0,16519582356538312397,0,-8.25876984,37.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.516722542,0,0.637458123,607,0.0,0,12,0.537400262,0.009940351,,13,,0,0.00882307,0.501381919,evaluation,0,0.582690632,0.558910147,-0.075449457,3,3.331,0.878547627,0.595340612,0.669,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,4.0,2,available,long_delays,,0.0,12,sustained_reserve,0.968238088,0.571348074,0
2,no_candidate_plan_within_declared_model,0.470008181,0.0,0.717360895,0.24,0,,primary,0.96,0.62,0.66,sustained_reserve,0.233621861,1.0,0.766378139,0.0,0.146753015,0,0.0,0.0,16519582356538312397,0,-23.582811607,37.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.507596461,0,0.634868622,607,0.0,0,13,0.575675252,0.018440743,,14,,0,0.0,0.56626967,evaluation,0,0.603764106,0.582690632,-0.278514163,1,3.2326,1.081612333,0.642115995,0.7674,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,4.0,2,available,long_delays,,0.0,13,sustained_reserve,0.968238088,0.561554645,0
2,no_candidate_plan_within_declared_model,0.563418405,0.0,0.707419115,0.24,0,,primary,0.96,0.74,0.78,sustained_reserve,0.043101646,1.0,0.956898354,0.0,0.17603567,0,0.0,0.0,16519582356538312397,0,-30.335270033,37.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.496715395,0,0.630763785,607,0.0,0,14,0.629482713,0.029050758,,15,,0,0.0,0.616580457,evaluation,0,0.633468971,0.603764106,-0.558802735,0,3.1342,1.361900905,0.706533471,0.8658,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,4.0,2,available,long_delays,,0.0,14,sustained_reserve,0.968238088,0.549893479,0
2,no_candidate_plan_within_declared_model,0.442325417,0.0,0.699600762,0.24,0,,primary,0.96,0.86,0.82,sustained_reserve,0.279903105,1.0,0.720096895,0.0,0.138346609,0,0.0,0.0,16519582356538312397,0,-33.571025949,37.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.487886902,0,0.628222625,607,0.0,0,15,0.690549369,0.038655528,,16,,0,0.0,0.471172329,evaluation,0,0.659387492,0.633468971,-0.823083861,0,3.0358,1.626182031,0.777204897,0.9642,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,4.0,2,available,long_delays,,0.0,15,sustained_reserve,0.968238088,0.5413463,0
2,no_candidate_plan_within_declared_model,0.529098229,0.0,0.690984685,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.087794658,1.0,0.912205342,0.0,0.165594561,0,0.0,0.0,16519582356538312397,0,-32.799616592,37.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.478035147,0,0.625414754,607,0.0,0,16,0.698907871,0.02956642,,17,,0,0.0,0.603276788,evaluation,0,0.678120109,0.659387492,-0.586003777,0,2.9374,1.389101947,0.776474291,1.0626,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,4.0,2,available,long_delays,,0.0,16,sustained_reserve,0.968238088,0.530799912,0
2,no_candidate_plan_within_declared_model,0.493882158,0.0,0.682874742,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.167509796,1.0,0.832490204,0.0,0.154684276,0,0.0,0.0,16519582356538312397,0,-32.583923123,37.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.468773657,0,0.623052194,607,0.0,0,17,0.713013457,0.02492817,,18,,0,0.0,0.555857588,evaluation,0,0.699744793,0.678120109,-0.461491357,0,2.839,1.264589528,0.785941626,1.161,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,4.0,2,available,long_delays,,0.0,17,sustained_reserve,0.968238088,0.521213984,0
2,no_candidate_plan_within_declared_model,0.497073962,0.0,0.671984334,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.177742509,1.0,0.822257491,0.0,0.155778472,0,0.0,0.0,16519582356538312397,0,-30.922336034,37.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.458399802,0,0.618670287,607,0.0,0,18,0.714441285,0.017878067,,19,,0,0.0,0.556779319,evaluation,0,0.723409488,0.699744793,-0.274948325,6,2.7406,1.078046496,0.780319352,1.2594,2,0,pressure_not_strictly_below_declared_boundary,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,4.0,2,available,long_delays,,0.0,18,sustained_reserve,0.968238088,0.51026128,0
2,no_candidate_plan_within_declared_model,0.307755171,0.0,0.664699024,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.466624808,1.0,0.533375192,0.0,0.096556408,0,0.0,0.0,16519582356538312397,0,-35.239513008,37.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.45147632,0,0.61716749,607,0.0,0,19,0.771127627,0.02952055,,20,,0,0.0,0.383218394,evaluation,0,0.738646515,0.723409488,-0.575222646,0,2.6422,1.378320816,0.848648176,1.3578,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,4.0,2,available,long_delays,,0.0,19,sustained_reserve,0.968238088,0.503823973,0
2,no_candidate_plan_within_declared_model,0.367434267,0.014296657,0.65812292,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.460331017,1.0,0.539668983,0.12,0.109776333,0,0.12,0.12,16519582356538312397,0,-22.255657983,37.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.444142285,0,0.615643685,607,0.0132,0,20,0.724530151,0.006685142,,20,,0,0.046597476,0.226645288,evaluation,0,0.757026719,0.738646515,-0.077053684,6,2.5438,0.880151854,0.775615293,1.4562,2,0,pressure_not_strictly_below_declared_boundary,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,3.9868,2,available,long_delays,,0.0132,20,sustained_reserve,0.968238088,0.501145134,0
2,no_candidate_plan_within_declared_model,0.532800948,0.009145353,0.647953481,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.243872211,1.0,0.756127789,0.24,0.151856238,0,0.14,0.18,16519582356538312397,0,-31.616750633,36.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.434546621,0,0.612557814,607,0.0186,0,21,0.758248085,0.01479498,,20,,0,0.0,0.42995584,evaluation,0,0.784742623,0.757026719,-0.301929426,0,2.4454,1.105027596,0.822843065,1.5414,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,3.9682,2,available,long_delays,,0.0186,21,sustained_reserve,0.968238088,0.495280177,0
2,no_candidate_plan_within_declared_model,0.447310525,0.009188555,0.638373522,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.474629947,1.0,0.525370053,0.36,0.121951515,0,0.14,0.18,16519582356538312397,0,-35.894175724,36.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.426281893,0,0.609580639,607,0.021,0,22,0.820040463,0.028894199,,20,,0,0.0,0.318371532,evaluation,0,0.800422214,0.784742623,-0.703003067,0,2.347,1.506101238,0.899734661,1.6212,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,3.9472,2,available,long_delays,,0.021,22,sustained_reserve,0.968238088,0.491084962,0
2,no_candidate_plan_within_declared_model,0.607450422,0.009230236,0.627554069,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.267500383,1.0,0.732499617,0.48,0.158711975,0,0.14,0.18,16519582356538312397,0,-36.0,36.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.416803816,0,0.606027171,607,0.0234,0,23,0.870226511,0.035281754,,20,,0,0.0,0.376110269,evaluation,0,0.816019004,0.800422214,-0.88339043,0,2.2486,1.6864886,0.956308264,1.6986,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,3.9238,2,available,long_delays,,0.0234,23,sustained_reserve,0.968238088,0.485493221,0
2,no_candidate_plan_within_declared_model,0.426328576,0.009279984,0.618679947,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.522440292,1.0,0.477559708,0.6,0.106947308,0,0.14,0.18,16519582356538312397,0,-36.0,36.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.41003884,0,0.603876869,607,0.0258,0,24,0.846887262,0.017695453,,20,,0,0.023339248,0.219750873,evaluation,0,0.835126626,0.816019004,-0.414879966,0,2.1502,1.217978137,0.915382715,1.7736,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,3.898,2,available,long_delays,,0.0258,24,sustained_reserve,0.968238088,0.48316082,0
2,no_candidate_plan_within_declared_model,0.679607943,0.009310088,0.610599859,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.125170599,1.0,0.874829401,0.72,0.163900798,0,0.14,0.18,16519582356538312397,0,-36.0,36.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.402518784,0,0.603239923,607,0.0282,0,25,0.838362428,0.009829367,,20,,0,0.008524835,0.298133657,evaluation,0,0.860554872,0.835126626,-0.227557925,6,2.0518,1.030656095,0.898991794,1.8462,2,0,pressure_not_strictly_below_declared_boundary,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,3.8698,2,available,long_delays,,0.0282,25,sustained_reserve,0.968238088,0.480402499,0
2,no_candidate_plan_within_declared_model,0.444405068,0.009319006,0.602353066,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.419886331,1.0,0.580113669,0.78,0.105137929,0,0.14,0.18,16519582356538312397,0,-36.0,36.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.396870276,0,0.602300169,607,0.0294,0,26,0.860722519,0.013588584,,20,,0,0.0,0.233598636,evaluation,0,0.877115475,0.860554872,-0.283950365,0,1.9534,1.087048536,0.925111103,1.9164,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,3.8404,2,available,long_delays,,0.0294,26,sustained_reserve,0.968238088,0.478725818,0
2,no_candidate_plan_within_declared_model,0.549996558,0.009332162,0.593775474,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.344586908,1.0,0.655413092,0.78,0.130142628,0,0.14,0.18,16519582356538312397,0,-36.0,36.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.390278401,0,0.601154981,607,0.0294,0,27,0.928812826,0.029939101,,20,,0,0.0,0.255534273,evaluation,0,0.899414308,0.877115475,-0.721353082,0,1.855,1.524451252,1.009551927,1.9854,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met,1,1,0.003701723,loss_limiting_emergency_request_no_candidate_within_declared_model,0,3.811,2,available,long_delays,,0.0294,27,sustained_reserve,0.968238088,0.47643197,0
2,no_candidate_plan_within_declared_model,0.358215745,0.009348195,0.583314726,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.4704519,1.0,0.5295481,0.78,0.084781439,0,0.14,0.18,16519582356538312397,0,-36.0,36.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.384652839,0,0.599112145,607,0.0294,0,28,0.94677955,0.026347388,,20,,0,0.0,0.20973463,evaluation,0,0.918467254,0.899414308,-0.630018686,0,1.7566,1.433116856,1.023926937,2.0544,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,3.7816,2,available,long_delays,,0.0294,28,sustained_reserve,0.968238088,0.474482079,0
